"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr16",2131752,2133388,1637,"*",6,2.02653291149723e-22,1.49781166853003e-19,2.22624994005965e-05,5.19799011982638e-19,0.161692746645052,0.128653339102952,"TSC2"
"chr2",29337946,29339307,1362,"*",14,2.21490761850811e-22,2.15946389592315e-21,0.000330918358103295,1.4991690140459e-20,0.14449554888331,0.0792161541996484,"CLIP4"
"chr10",128193219,128193497,279,"*",4,2.35116116934191e-22,1.00510280908414e-19,1.94340288860575e-05,2.45525345018189e-18,-0.259232540766172,-0.231457163909421,"C10orf90"
"chr2",134325873,134326913,1041,"*",8,2.60140701279713e-22,2.63797675301624e-17,6.89725350098773e-05,2.13581052392965e-18,-0.171679838797021,-0.0920863211651773,"NCKAP5"
"chr6",28174875,28176230,1356,"*",9,3.09571708794514e-22,2.72567264802884e-21,3.87046085054123e-05,4.37594499501055e-20,0.205338053308952,0.116926182928131,NA
"chr11",27741916,27744816,2901,"*",18,3.23179931784552e-22,3.5851911690065e-30,4.63473390185947e-05,1.60164567021929e-28,0.155320646255333,0.0830409383025187,"BDNF, RP11-587D21.4"
"chr19",12978360,12978805,446,"*",7,3.79554083504206e-22,5.56195549005395e-20,2.80556538051284e-05,8.57404145359185e-19,0.227725526250727,0.137206447951295,"MAST1, HOOK2"
"chr3",62860103,62861925,1823,"*",13,4.38568443464529e-22,8.30707395873968e-20,5.53800143340355e-05,1.42396229097774e-19,0.201703253014164,0.0871788021710227,"CADPS"
"chr5",50677808,50679817,2010,"*",18,5.02117097841835e-22,2.03360468188158e-16,0.000130161549027103,1.64694657437962e-18,0.18414178451003,0.0488674341300049,"ISL1, CTD-2314G24.2"
"chr8",145103842,145107199,3358,"*",13,5.5342000944805e-22,2.76959223703754e-27,5.89657323495101e-05,5.90934303553664e-26,0.178357191517356,0.111078946226392,"CTD-3065J16.6, OPLAH"
"chr4",85402143,85404026,1884,"*",9,6.07136315844931e-22,7.36368760752122e-24,3.92499224538939e-05,8.92239081350571e-23,0.220621174589715,0.139684616667794,NA
"chr1",197881353,197883190,1838,"*",11,7.22219251788411e-22,2.41921457320076e-09,6.32378345513208e-05,3.48851268022346e-14,0.19663042278657,0.0787546877432462,"LHX9"
"chr16",69958298,69958964,667,"*",5,8.57378252972391e-22,3.33662844148001e-19,2.80556538051284e-05,5.86615976063489e-18,0.179988506668377,0.159221580012484,"WWP2"
"chr2",121371842,121372101,260,"*",4,8.57378252972391e-22,9.01007189132481e-18,6.7692479363722e-06,3.74109358460882e-17,0.198754200653571,0.138553883265306,NA
"chr6",30646707,30648020,1314,"*",16,8.87363130526445e-22,9.2976295855857e-22,0.000500441672696643,2.22644116869996e-19,0.12996120103667,0.082230127736374,"PPP1R18"
"chr6",29274096,29275285,1190,"*",11,9.09067478482076e-22,7.89818649493196e-24,0.000430599143483428,9.83818744255033e-21,-0.221492950465246,-0.143478956868401,"OR14J1"
"chr7",149112142,149112961,820,"*",6,1.03636754652373e-21,1.31940596035935e-07,1.54945400802076e-05,7.08937687655951e-14,0.232578799009475,0.115267509505292,NA
"chr10",135160193,135161047,855,"*",8,1.31753674594173e-21,1.00565158752172e-19,0.000134394638316492,1.54084682354885e-18,0.211460013068459,0.134545087640096,"ZNF511, PRAP1, RP11-122K13.7"
"chr3",170302640,170305197,2558,"*",13,1.67393680948543e-21,7.44544954362808e-16,2.61329524140341e-05,2.53254339594724e-21,0.256254548445667,0.0422455535137377,"CLDN11, SLC7A14"
"chr1",112057879,112058750,872,"*",6,1.72463682642912e-21,1.86961584648989e-15,2.62963860275917e-05,2.53847520430831e-16,0.192523442205638,0.111960573192459,"ADORA3"
"chr19",15580010,15580700,691,"*",5,1.97833085755938e-21,1.08238579910689e-16,1.27170432606363e-05,1.48658137347347e-16,0.312408741887138,0.152006626429531,"PGLYRP2"
"chr5",50673033,50674729,1697,"*",11,1.98913779268485e-21,2.64291215333945e-18,0.00010914107643184,5.27609075538534e-19,0.217360445943799,0.109848584941731,"CTD-2314G24.2"
"chr11",71724287,71725590,1304,"*",9,2.22742990558311e-21,8.28400289030494e-26,0.000130731902681524,3.75765333402337e-23,0.17742377395786,0.13744236860754,"RP11-849H4.4, NUMA1"
"chr6",33131319,33134325,3007,"*",31,2.26022630812483e-21,5.31128953734952e-19,0.00166193740951781,3.5075987361064e-19,-0.169357570001493,-0.0641245745311116,"COL11A2"
"chr1",203155737,203156764,1028,"*",7,2.38931210371175e-21,6.1829141798148e-21,3.84261503503139e-05,1.71442719387359e-19,0.168535999004724,0.131686971503906,"CHI3L1"
"chr20",42543778,42545443,1666,"*",15,2.43152925917538e-21,1.58797032894305e-14,0.000278387153477406,4.99660965493716e-16,0.142653248026645,0.0816877485995122,"TOX2"
"chr7",70596308,70598282,1975,"*",12,2.80941476258695e-21,8.50411023302229e-25,0.000146220275929612,1.03219340381561e-22,0.154681275917957,0.0916832288889885,"WBSCR17"
"chr1",66998484,66999929,1446,"*",12,3.02658534645045e-21,2.70587339746328e-21,0.000138319187557227,9.49704950591376e-20,0.187339271126584,0.107749690169046,"SGIP1"
"chr14",52535028,52536893,1866,"*",12,3.11530960669362e-21,3.97225955757973e-14,5.47452322542633e-05,4.06747625927012e-16,0.186250268825462,0.0559541040691626,"NID2"
"chr12",4554295,4554962,668,"*",9,3.55080895680095e-21,2.39818725364038e-19,5.01934167326213e-05,4.21169268672821e-18,-0.259352849967937,-0.15504181398439,"FGF6"
"chr7",24323128,24324570,1443,"*",10,3.75145188920725e-21,1.61465078537506e-19,6.88075775827377e-05,2.5987146681897e-18,0.216383116012498,0.122692130130598,"NPY"
"chr2",223162666,223165320,2655,"*",21,4.18648727906114e-21,2.86687465829582e-15,6.86491097494227e-05,1.68713855615492e-17,0.185975273272291,0.0739966991865787,"CCDC140, PAX3"
"chr12",120241287,120242513,1227,"*",11,4.36056093325481e-21,5.45144067043831e-22,0.000246100406572493,2.99257439119933e-20,0.190909189047278,0.123416766532121,"CIT"
"chr13",100547192,100548780,1589,"*",10,5.39309307151545e-21,8.54574611128554e-18,7.61178773127038e-05,3.68170521704794e-17,0.190312457718626,0.0982000644217202,"CLYBL"
"chr13",112610015,112611355,1341,"*",11,5.64031610481621e-21,4.59707945473165e-24,0.000215303126715314,2.53254339594724e-21,-0.259672169717259,-0.166986332653273,NA
"chr8",86349754,86351067,1314,"*",9,6.56274303598034e-21,8.31958715722487e-18,3.92460955668281e-05,3.19006066734867e-17,0.280329944642385,0.151234519210315,"CA3"
"chr2",1609062,1609832,771,"*",6,6.75035467312123e-21,1.13352997910168e-19,4.83584864360301e-05,5.18951855270425e-18,0.258781698131113,0.145355950189667,"AC144450.1"
"chr18",55094774,55095555,782,"*",4,7.18791038676213e-21,6.16181489344792e-16,5.09459243556146e-06,9.16184333576665e-16,0.298598432660044,0.157844894028753,NA
"chr5",126205009,126205081,73,"*",3,7.34002121539024e-21,1.67666575896829e-17,1.11844626052032e-05,1.46164005904561e-16,0.191771696343838,0.174889597353298,"MARCH3"
"chr4",8395941,8396502,562,"*",6,7.56177656643118e-21,2.34142321911269e-20,9.88717836209554e-05,2.19956672596466e-18,0.166739027979273,0.134768454843766,"ACOX3"
"chr3",19188909,19190202,1294,"*",8,8.1859337737194e-21,7.07051543360762e-15,0.000105945365668067,2.77299423945197e-16,0.126345528443732,0.066445803020276,"KCNH8"
"chr17",61777804,61778813,1010,"*",6,8.34950327136121e-21,5.65420621143319e-12,1.52670406119125e-05,5.61972487364331e-14,0.138747207230101,0.0746821730676782,"LIMD2"
"chr1",46913532,46914672,1141,"*",6,8.83124695742706e-21,1.49966780403846e-13,1.83998261755655e-05,5.96752011795129e-15,0.282544930880355,0.1547245198743,"RP5-1109J22.2"
"chr8",54789207,54790957,1751,"*",6,8.85071609900937e-21,8.11536755472718e-18,4.06660570534074e-05,2.32816146983739e-17,0.193525479286982,0.127754372821222,"RGS20, RP11-1070A24.2"
"chr16",51183988,51186266,2279,"*",21,9.19372945667845e-21,9.48268717012005e-16,0.000191655139793653,3.35212219798105e-18,0.159806439142826,0.0590059225451119,"SALL1"
"chr5",42991862,42995527,3666,"*",15,1.02152101675334e-20,6.01280593304308e-35,2.79610852189036e-05,1.57089563464157e-32,0.155802400016349,0.106555631341457,NA
"chr1",162601334,162602559,1226,"*",8,1.13592139147479e-20,2.64940312968379e-21,9.99376660765784e-05,3.04178085041639e-19,0.22179190240192,0.158102173518259,"DDR2"
"chr3",133464047,133465469,1423,"*",10,1.16913187294114e-20,1.90529795859086e-18,0.000277308009602137,8.02304191971309e-18,0.195648754295063,0.113414596695392,"TFP1, TF"
"chr17",39558496,39558556,61,"*",3,1.19248687183145e-20,3.63368154964829e-17,1.24338048326406e-05,3.46470199570838e-16,0.262659657044739,0.256743881746383,NA
"chr8",67873476,67875646,2171,"*",10,1.29123713408583e-20,1.12275395852692e-19,5.01934167326213e-05,5.27609075538534e-19,0.192528582990515,0.116629534384735,"TCF24"
"chr1",159682497,159685185,2689,"*",10,1.31107682102465e-20,1.46462325943886e-21,0.000119040761121295,1.88306227933673e-20,-0.228148202406049,-0.153291228604305,"CRP"
"chr17",35291480,35296481,5002,"*",26,1.33903415096819e-20,1.69167719798563e-16,0.000231722178108506,3.20490364438217e-23,0.195125299245933,0.0675581506387488,"LHX1, RP11-445F12.1"
"chr7",155897302,155898435,1134,"*",6,1.5588003017388e-20,5.0796474534863e-20,5.59819104898558e-05,3.65715182812872e-18,-0.316373266191595,-0.218152269090751,NA
"chr6",43736807,43738006,1200,"*",8,1.58216467581229e-20,4.4707944357872e-12,1.67199222898358e-05,1.84874038576554e-13,0.237719809361558,0.0601480927199631,"VEGFA"
"chr10",120353499,120356072,2574,"*",13,1.58332023713375e-20,1.20029080228761e-21,5.69380557632814e-05,9.66183812460104e-22,0.199601242507657,0.0794409196308854,"PRLHR"
"chr1",66257553,66259084,1532,"*",12,1.73672225074242e-20,2.52436736584029e-17,4.4310500308408e-05,1.15803600335193e-17,0.193534871910505,0.0720697612457374,"PDE4B"
"chr3",50358972,50360690,1719,"*",16,2.14590854730756e-20,2.60084156902892e-13,0.000303125435874348,9.13540219226122e-15,0.137562897110091,0.0488278371406284,"HYAL2, TUSC2"
"chr3",32858541,32860909,2369,"*",13,2.37368146954551e-20,8.78458809682109e-22,0.000104476433800579,1.09972313065675e-20,0.209737054345278,0.0983312101101499,"TRIM71"
"chr8",1615950,1617756,1807,"*",9,2.9809147868229e-20,5.00628117366273e-19,4.91886879092701e-05,6.18184963184714e-19,-0.248604639338431,-0.147424430707744,"DLGAP2"
"chr2",238599734,238601261,1528,"*",9,3.34524577517292e-20,1.46973181273602e-14,3.52955746028155e-05,9.06306620765153e-16,-0.15781705310948,-0.0600024007317447,"LRRFIP1"
"chr11",92702373,92703536,1164,"*",9,3.41632221550421e-20,8.66341172672755e-13,4.13252711860633e-05,8.05013431368058e-15,0.192108979120485,0.092867487785544,"MTNR1B"
"chr1",63784592,63787170,2579,"*",11,3.52699829899159e-20,4.18405474345933e-20,8.01594374596872e-05,3.51806643085367e-19,0.19123582617715,0.109943053561413,"RP4-792G4.2"
"chr2",240031454,240032032,579,"*",5,4.27399012484653e-20,9.09397017432509e-15,1.94340288860575e-05,2.12092869390713e-15,-0.284292086549749,-0.153642029358713,"HDAC4"
"chr6",29341892,29342815,924,"*",9,4.47323941166229e-20,1.39980830844355e-16,8.22488699423126e-05,8.39480996473023e-17,-0.200119352635626,-0.113770118420145,"OR5V1, OR12D3"
"chr6",32048449,32052105,3657,"*",26,4.83889827519033e-20,2.76814739261823e-25,0.000342668386967542,1.87410572528244e-25,-0.165486311925221,0.0204582816514734,"TNXB"
"chr14",23844876,23846906,2031,"*",9,5.40079431391707e-20,3.6164763478838e-17,3.92460955668281e-05,4.71669295369851e-18,0.200025905122477,0.10502861029464,"IL25, CMTM5"
"chr17",32483560,32484259,700,"*",9,5.51302798680164e-20,4.30784119127039e-09,3.41999363718712e-05,8.24257595891134e-14,0.275067002443888,0.0890852169137556,"ASIC2"
"chr4",147558544,147562073,3530,"*",14,5.5979136383969e-20,1.63124117695335e-26,7.525238793424e-05,7.4988065663663e-26,0.169753487222497,0.0862993462393752,"POU4F2, AC093887.1"
"chr4",987108,987906,799,"*",5,5.87458423297566e-20,8.27662724789409e-19,3.85735263621282e-05,2.76481204986575e-17,-0.255096754166436,-0.204408386123179,"IDUA, SLC26A1"
"chr13",53422381,53424812,2432,"*",14,5.97995881319125e-20,1.91387346987108e-25,5.62841677639037e-05,6.61291219572527e-24,0.177856246304291,0.0813825329053055,"PCDH8"
"chr3",12045449,12047002,1554,"*",10,6.36095524649093e-20,9.13919674720347e-19,3.41979385965468e-05,2.33200389979702e-18,0.219001163772732,0.0959814265136476,"SYN2"
"chr13",112720171,112724270,4100,"*",20,6.77902120514286e-20,2.38442165698993e-20,6.55965379131843e-05,3.39096326375954e-23,0.17248827915275,0.0693388474445978,"SOX1"
"chr1",20878361,20879813,1453,"*",12,6.84767260977576e-20,9.55390200151395e-17,9.13940480980963e-05,9.60196420801028e-17,0.167734352570217,0.0644711404291969,"FAM43B"
"chr18",55102913,55103785,873,"*",7,8.12412793403623e-20,4.83574543857106e-09,1.83998261755655e-05,7.50718008316491e-13,0.274664613171861,0.102804297267063,"ONECUT2, AC090340.1"
"chr20",37208947,37209999,1053,"*",4,8.27803378958584e-20,2.36361945429042e-13,5.55921582089796e-06,8.75111691794764e-15,0.222014480740522,0.151579756053131,"ADIG"
"chr10",11059443,11060652,1210,"*",11,9.02439446025361e-20,8.57621562122049e-21,0.000440675918613414,1.15144073930068e-18,0.151333453369207,0.0895057495232895,"CELF2"
"chr8",1439789,1442292,2504,"*",9,9.20405727522523e-20,1.81693514899284e-25,3.99085399736372e-05,2.26595240970052e-23,-0.287728580358617,-0.17625117932653,NA
"chr17",73506017,73506230,214,"*",5,9.30585264112843e-20,2.1316529383836e-18,2.9818322086268e-05,5.45139552806288e-17,0.142571765563208,0.116457514612998,"CASKIN2"
"chr1",145414709,145415659,951,"*",4,1.00942508941875e-19,7.54432977620364e-13,1.24338048326406e-05,5.2085789113173e-14,0.255911036043987,0.136200167815487,"HFE2"
"chr12",3445716,3446781,1066,"*",5,1.02718355706327e-19,3.41100269275991e-14,2.16313836249312e-05,6.51818330905763e-15,0.217601262828278,0.149825299164009,NA
"chr3",5137549,5138170,622,"*",5,1.2099108006347e-19,3.63115231495277e-17,2.63010663312718e-05,1.78573148372735e-16,0.205330267595543,0.147869464613049,NA
"chr1",247614654,247615683,1030,"*",9,1.25802974512374e-19,3.00342140574811e-19,7.31346463612433e-05,7.85715039260521e-18,-0.204378371358733,-0.148195392067989,"OR2B11"
"chr5",140753076,140754451,1376,"*",9,1.63219535689998e-19,2.67733628868892e-14,5.91325682985804e-05,1.442476268341e-15,0.160354012409807,0.0902114580183618,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6"
"chr20",54578898,54581398,2501,"*",8,1.78272839154266e-19,2.76041880145866e-26,3.66131138468084e-05,5.01590093244806e-24,0.217273911482466,0.0685313817991832,"CBLN4"
"chr16",2285775,2287763,1989,"*",8,1.7916800247623e-19,1.23782801609586e-17,0.000101522494237252,3.60269459279565e-17,0.161269527496993,0.106519760779215,"DNASE1L2, RP11-304L19.12"
"chr2",1565328,1566094,767,"*",4,1.79598722830495e-19,4.89042672111919e-15,1.27170432606363e-05,1.32748190682495e-14,0.226298036001069,0.153051961929642,"AC144450.1"
"chr1",166134182,166135957,1776,"*",10,1.86832233992052e-19,1.17404961355166e-11,3.15891926006386e-05,1.41840191268736e-13,0.159972950081583,0.0570859619518737,"FAM78B, RP11-9L18.3"
"chr8",109094228,109096151,1924,"*",12,2.13565699490659e-19,1.03392587261181e-15,7.54924476215225e-05,3.627683178418e-18,0.160610113360228,0.0671071218385354,"RSPO2"
"chr5",2132239,2132878,640,"*",5,2.3831455690061e-19,7.07900849643281e-19,3.05091791739293e-05,2.33866524533827e-17,-0.266429656476409,-0.217497524619153,NA
"chr10",11206221,11207969,1749,"*",8,2.54107909242965e-19,1.28154631813074e-12,2.25352442425702e-05,4.84604978570724e-16,0.114442948823131,0.0365975993017068,"CELF2"
"chr10",131811605,131813485,1881,"*",12,2.6175826387403e-19,2.23369268074343e-18,0.000129202675887407,6.01192717039389e-18,-0.249125408605484,-0.118599626274778,NA
"chr6",28477957,28479430,1474,"*",10,2.79390656018911e-19,3.91141570925378e-22,0.00014744656441067,9.16756178058161e-20,-0.207645819955805,-0.140776461437928,"GPX6"
"chr12",133414255,133415266,1012,"*",5,2.8149370003878e-19,8.02994144931491e-19,2.17238728555219e-05,1.72747565371966e-17,0.205946809479526,0.152222950989706,"CHFR"
"chr6",33263862,33267581,3720,"*",60,3.01496592643915e-19,2.77658913787364e-15,0.00480031475411598,3.79190579717372e-19,-0.127456836630187,-0.0215542085805651,"PFDN6, RGL2, TAPBP"
"chr2",1203162,1204879,1718,"*",8,3.32837048698251e-19,6.69537699055505e-21,5.79240224861649e-05,3.27234624479e-19,-0.197020486003868,-0.156552972643531,"SNTG2"
"chr1",156646065,156646746,682,"*",6,3.60836720715041e-19,5.55689223851971e-15,4.20609455066893e-05,1.04724100760272e-14,0.253198000805175,0.113755999850187,"NES"
"chr1",179544476,179545790,1315,"*",14,4.25881394130456e-19,2.78462806589047e-17,0.000522894678683015,3.12053425156973e-17,0.173900745785618,0.0904085223652424,"RNU5F-2P, NPHS2"
"chr2",105469514,105473969,4456,"*",18,4.52294707261431e-19,2.64835375854013e-30,0.000153336979906593,3.28468414414485e-29,0.191062203452562,0.094246862443467,"RP11-13J10.1, POU3F3, LINC01158"
"chr10",125033932,125034818,887,"*",8,4.7215081964581e-19,4.24569443575539e-13,9.75237006959877e-05,7.34143515905793e-15,-0.226134452503343,-0.0959552174470812,NA
"chr12",132895447,132897506,2060,"*",12,4.96947473073124e-19,1.40975794942916e-22,0.000123935765288507,2.10712813904157e-20,-0.220926146232275,-0.128496107564959,"GALNT9"
"chr19",46915351,46917255,1905,"*",9,5.42858400631598e-19,3.25149457814703e-22,8.01594374596872e-05,4.19646592874599e-20,0.166857022542912,0.115268154806156,"CCDC8"
"chr5",112073348,112073769,422,"*",12,5.54113457285013e-19,1.97669431635722e-21,0.00135573731183904,3.03816672897459e-18,0.185347461367779,0.12932514639674,"APC"
"chr10",60935910,60937257,1348,"*",12,5.78443606578488e-19,2.44367455704164e-17,0.000101435593566065,4.95330522723139e-16,0.12747711425852,0.0595711089545754,"PHYHIPL"
"chr2",220173205,220174677,1473,"*",8,6.06325104101366e-19,6.90093493010416e-17,6.48960371373907e-05,6.10792520677129e-16,0.234967130159321,0.0681424563592534,"PTPRN"
"chr2",241936844,241937756,913,"*",4,6.69234859589826e-19,2.47443149015051e-08,2.6753247353993e-05,2.15184320329394e-12,-0.15823308545409,-0.100473078108406,NA
"chr2",190044504,190044983,480,"*",6,7.03559622388484e-19,2.24707358518828e-18,4.73480486748312e-05,9.47231815314628e-17,0.158694184935474,0.129536820748095,"COL5A2"
"chr1",3195414,3196862,1449,"*",6,7.20718587518009e-19,2.45716450764403e-17,3.08799638316697e-05,1.32102778406598e-16,-0.257828979273281,-0.179911004519836,"PRDM16"
"chr8",144901936,144903651,1716,"*",5,7.36837905400387e-19,9.27157178366737e-15,2.05956695119328e-05,5.19338275141435e-15,0.253304692054171,0.153731258831483,"PUF60"
"chr12",56413887,56415591,1705,"*",7,7.77571259053152e-19,2.93511134911685e-11,7.79753287094905e-05,8.31595476572388e-15,0.20013728943902,0.107971693705051,"IKZF4"
"chr11",66638774,66639578,805,"*",9,8.32390764748568e-19,7.58862077339695e-17,0.000193878645005917,1.32102778406598e-16,0.158718359253216,0.0987070465281961,"PC"
"chr3",153839743,153840718,976,"*",10,9.35660182779431e-19,9.96893779046398e-15,0.000224585725316249,2.6032305472048e-15,-0.0826550608021617,-0.0445105714752864,"ARHGEF26"
"chr11",128679884,128681282,1399,"*",6,1.00374314424653e-18,2.46821066396576e-19,6.07446538614184e-05,1.31454019535602e-17,-0.264170494904598,-0.203931635028642,"FLI1"
"chr4",122685641,122687552,1912,"*",14,1.01093525641342e-18,7.9886361375868e-13,0.000389930954655238,8.25043273011464e-16,-0.151349407947058,0.04353872550143,"AC079341.1, TMEM155"
"chr7",150934650,150936167,1518,"*",8,1.0576822779111e-18,8.29013300670041e-21,0.000205766703565935,1.93296243765091e-18,0.144099923608873,0.102124792262942,"CHPF2, MIR671, SMARCD3"
"chr1",119526060,119532116,6057,"*",34,1.05917615694468e-18,1.39670699591968e-35,0.000496116913120278,5.78825375382545e-34,0.137701964579871,0.0777337400588941,"TBX15"
